"Date","Time","Temperature(C)","Pressure(hPa)","Altitude(m)","Humidity(%)"
"16/03/2024","9:10:0",23.57,1021.6,-69.31,65.31
"16/03/2024","9:11:0",23.6,1021.66,-69.81,64.91
"16/03/2024","9:12:0",23.63,1021.81,-70.99,67.85
"16/03/2024","9:13:0",23.65,1021.86,-71.43,67.56
"16/03/2024","9:14:0",23.64,1021.96,-72.26,66.22
"16/03/2024","9:15:0",23.63,1021.92,-71.95,66.48
"16/03/2024","9:16:0",23.6,1021.92,-71.94,64.01
"16/03/2024","9:17:0",23.61,1022.08,-73.28,65.59
"16/03/2024","9:18:0",23.63,1022.04,-72.93,66.44
"16/03/2024","9:19:0",23.64,1022.07,-73.14,67.45
"16/03/2024","9:20:0",23.64,1022.15,-73.86,66.45
"16/03/2024","9:21:0",23.62,1022.17,-74.02,65
"16/03/2024","9:22:0",23.61,1022.23,-74.54,64.5
"16/03/2024","9:23:0",23.62,1022.23,-74.51,63.21
"16/03/2024","9:24:0",23.63,1022.29,-75.23,63.48
"16/03/2024","9:25:0",23.65,1022.26,-74.77,63.52
"16/03/2024","9:26:0",23.66,1022.35,-75.49,63.53
"16/03/2024","9:27:0",23.67,1022.41,-75.86,64.49
"16/03/2024","9:28:0",23.68,1022.28,-74.89,64.72
"16/03/2024","9:29:0",23.69,1022.6,-77.56,64.37
"16/03/2024","9:30:0",23.7,1022.59,-77.48,64.76
"16/03/2024","9:31:0",23.7,1022.63,-77.78,64.66
"16/03/2024","9:32:0",23.7,1022.67,-78.1,65.12
"16/03/2024","9:33:0",23.7,1022.53,-77,64.77
"16/03/2024","9:34:0",23.7,1022.51,-76.85,64.82
"16/03/2024","9:35:0",23.7,1022.59,-77.46,64.77
"16/03/2024","9:36:0",23.7,1022.71,-78.63,64.93
"16/03/2024","9:37:0",23.7,1022.65,-77.94,65.45
"16/03/2024","9:38:0",23.69,1022.57,-77.27,64.89
"16/03/2024","9:39:0",23.68,1022.5,-76.73,64.92
"16/03/2024","9:40:0",23.68,1022.58,-77.41,64.92
"16/03/2024","9:41:0",23.66,1022.43,-76.11,65.18
"16/03/2024","9:42:0",23.67,1022.48,-76.54,65.48
"16/03/2024","9:43:0",23.67,1022.62,-77.7,65.09
"16/03/2024","9:44:0",23.65,1022.56,-77.19,64.3
"16/03/2024","9:45:0",23.64,1022.67,-78.15,64.35
"16/03/2024","9:46:0",23.62,1022.69,-78.34,65.14
"16/03/2024","9:47:0",23.6,1022.73,-78.76,65.42
"16/03/2024","9:48:0",23.6,1022.77,-78.97,65.23
"16/03/2024","9:49:0",23.58,1022.79,-79.1,64.98
"16/03/2024","9:50:0",23.56,1022.85,-79.59,65.26
"16/03/2024","9:51:0",23.56,1022.7,-78.39,65.76
"16/03/2024","9:52:0",23.57,1022.8,-79.23,66.02
"16/03/2024","9:53:0",23.58,1022.87,-79.82,65.81
"16/03/2024","9:54:0",23.56,1022.78,-79,65.04
"16/03/2024","9:55:0",23.56,1022.77,-78.98,65.46
"16/03/2024","9:56:0",23.56,1022.69,-78.27,65.94
"16/03/2024","9:57:0",23.57,1022.76,-78.9,66.01
"16/03/2024","9:58:0",23.58,1022.83,-79.44,65.29
"16/03/2024","9:59:0",23.57,1022.81,-79.29,64.63
"16/03/2024","10:0:0",23.57,1022.84,-79.52,64.76
"16/03/2024","10:1:0",23.57,1022.79,-79.11,64.84
"16/03/2024","10:2:0",23.57,1022.75,-78.77,64.79
"16/03/2024","10:3:0",23.58,1022.8,-79.18,64.83
"16/03/2024","10:4:0",23.58,1022.83,-79.49,64.75
"16/03/2024","10:5:0",23.58,1022.82,-79.42,65.01
"16/03/2024","10:6:0",23.58,1022.91,-80.15,65.42
"16/03/2024","10:7:0",23.6,1022.91,-80.08,65.36
"16/03/2024","10:8:0",23.6,1022.85,-79.63,65.23
"16/03/2024","10:9:0",23.6,1022.75,-78.87,64.88
"16/03/2024","10:10:0",23.61,1022.79,-79.14,65.37
"16/03/2024","10:11:0",23.62,1022.79,-79.15,65.64
"16/03/2024","10:12:0",23.63,1022.78,-79.09,65.72
"16/03/2024","10:13:0",23.64,1022.83,-79.42,65.54
"16/03/2024","10:14:0",23.63,1022.69,-78.26,64.77
"16/03/2024","10:15:0",23.61,1022.8,-79.25,64.24
"16/03/2024","10:16:0",23.6,1022.75,-78.76,64.64
"16/03/2024","10:17:0",23.6,1022.8,-79.27,65.22
"16/03/2024","10:18:0",23.6,1022.78,-79.08,65.82
"16/03/2024","10:19:0",23.61,1022.76,-78.85,65.69
"16/03/2024","10:20:0",23.61,1022.75,-78.82,65.46
"16/03/2024","10:21:0",23.59,1022.69,-78.32,64.08
"16/03/2024","10:22:0",23.46,1022.8,-79.21,65.17
"16/03/2024","10:23:0",23.41,1022.78,-79.08,66.94
"16/03/2024","10:24:0",23.39,1022.76,-78.91,67.76
"16/03/2024","10:25:0",23.42,1022.8,-79.26,67.29
"16/03/2024","10:26:0",23.34,1022.75,-78.82,64.26
"16/03/2024","10:27:0",23.25,1022.84,-79.54,65.94
"16/03/2024","10:28:0",23.26,1022.85,-79.64,66.45
"16/03/2024","10:29:0",23.22,1022.8,-79.25,66.62
"16/03/2024","10:30:0",23.22,1022.87,-79.82,66.43
"16/03/2024","10:31:0",23.25,1022.83,-79.42,65.93
"16/03/2024","10:32:0",23.26,1022.95,-80.46,65.83
"16/03/2024","10:33:0",23.24,1022.93,-80.3,65.71
"16/03/2024","10:34:0",23.26,1022.96,-80.5,65.88
"16/03/2024","10:35:0",23.29,1023.08,-81.54,66.33
"16/03/2024","10:36:0",23.32,1023.06,-81.37,66.06
"16/03/2024","10:37:0",23.26,1023.15,-82.09,64.56
"16/03/2024","10:38:0",23.23,1023.42,-84.35,65
"16/03/2024","10:39:0",23.21,1023.54,-85.3,66.41
"16/03/2024","10:40:0",23.25,1023.52,-85.12,67.25
"16/03/2024","10:41:0",23.3,1023.54,-85.35,66.6
"16/03/2024","10:42:0",23.33,1023.56,-85.47,66.22
"16/03/2024","10:43:0",23.35,1023.57,-85.57,65.45
"16/03/2024","10:44:0",23.53,1023.58,-85.67,64.98
"16/03/2024","10:45:0",23.93,1023.55,-85.41,62.58
"16/03/2024","10:46:0",24.1,1023.56,-85.48,63.09
"16/03/2024","10:47:0",24.23,1023.52,-85.18,63.67
"16/03/2024","10:48:0",24.34,1023.45,-84.6,63.22
"16/03/2024","10:49:0",24.45,1023.45,-84.57,61.86
"16/03/2024","10:50:0",24.5,1023.44,-84.47,59.74
"16/03/2024","10:51:0",24.53,1023.41,-84.28,58.83
"16/03/2024","10:52:0",24.55,1023.4,-84.16,59.69
"16/03/2024","10:53:0",24.65,1023.43,-84.38,60.84
"16/03/2024","10:54:0",24.77,1023.44,-84.53,61.42
"16/03/2024","10:55:0",24.56,1023.39,-83.83,59.83
"16/03/2024","10:56:0",24.53,1023.48,-84.3,59.53
"Date","Time","Temperature(C)","Pressure(hPa)","Altitude(m)","Humidity(%)"
"16/03/2024","19:21:0",21.72,876.04,1210.67,33.52
"16/03/2024","19:22:0",21.37,875.44,1216.3,33.6
"16/03/2024","19:23:0",21.03,875.37,1216.96,34.01
"16/03/2024","19:24:0",20.73,874.94,1220.94,32.51
"16/03/2024","19:25:0",20.47,875.33,1217.34,34.59
"16/03/2024","19:26:0",20.35,875.26,1217.96,33.04
"16/03/2024","19:27:0",20.32,875.35,1217.08,31.48
"16/03/2024","19:28:0",20.32,875.35,1217.08,31.74
"16/03/2024","19:29:0",20.38,875.41,1216.56,30.97
"16/03/2024","19:30:0",20.38,875.38,1216.87,30.8
"16/03/2024","19:31:0",20.38,875.39,1216.79,31.16
"16/03/2024","19:32:0",20.34,875.31,1217.47,32.34
"16/03/2024","19:33:0",20.12,875.35,1217.1,31.95
"16/03/2024","19:34:0",20.04,875.23,1218.16,31.58
"16/03/2024","19:35:0",19.92,875.34,1217.21,31.56
"16/03/2024","19:36:0",19.96,875.29,1217.67,31.38
"16/03/2024","19:37:0",20.2,875.38,1216.83,31.1
"16/03/2024","19:38:0",20.3,875.41,1216.52,31.13
"16/03/2024","19:39:0",20.54,875.35,1217.09,30.07
"16/03/2024","19:40:0",20.51,875.36,1216.99,29.58
"16/03/2024","19:41:0",20.57,875.38,1216.86,29.76
"16/03/2024","19:42:0",20.48,875.34,1217.2,30.18
"16/03/2024","19:43:0",20.49,875.36,1217.05,29.24
"16/03/2024","19:44:0",20.54,875.36,1216.98,29.37
"16/03/2024","19:45:0",20.6,875.43,1216.37,29.37
"16/03/2024","19:46:0",20.72,875.43,1216.34,29.93
"16/03/2024","19:47:0",21.16,875.39,1216.78,29.13
"16/03/2024","19:48:0",21.38,875.37,1216.9,28.04
"16/03/2024","19:49:0",21.7,875.36,1217.06,29.16
"16/03/2024","19:50:0",21.17,875.32,1217.36,30.5
"16/03/2024","19:51:0",20.7,875.31,1217.51,29.44
"16/03/2024","19:52:0",20.29,875.37,1216.9,30.63
"16/03/2024","19:53:0",20.03,875.39,1216.78,31.2
"16/03/2024","19:54:0",19.84,875.44,1216.28,32.89
"16/03/2024","19:55:0",19.64,875.43,1216.4,32.2
"16/03/2024","19:56:0",19.64,875.36,1216.88,31.51
"16/03/2024","19:57:0",19.59,875.46,1216.12,33.3
"16/03/2024","19:58:0",19.5,875.5,1215.76,32.17
"16/03/2024","19:59:0",19.52,875.38,1216.84,32.21
"16/03/2024","20:0:0",19.66,875.4,1216.69,31.71
"16/03/2024","20:1:0",19.55,875.42,1216.47,33.93
"16/03/2024","20:2:0",19.27,875.48,1215.86,35.4
"16/03/2024","20:3:0",19.13,875.55,1215.23,37.04
"16/03/2024","20:4:0",18.96,875.58,1215,37.24
"16/03/2024","20:5:0",18.9,875.57,1215.1,36.6
"16/03/2024","20:6:0",18.93,875.48,1215.91,33.33
"16/03/2024","20:7:0",19.05,875.54,1215.35,34.97
"16/03/2024","20:8:0",18.95,875.57,1215.06,35.25
"16/03/2024","20:9:0",18.94,875.59,1214.83,34.55
"16/03/2024","20:10:0",18.92,875.58,1214.99,36.19
"16/03/2024","20:11:0",18.81,875.59,1214.83,37.81
"16/03/2024","20:12:0",18.65,875.6,1214.81,38.13
"16/03/2024","20:13:0",18.63,875.61,1214.67,38.57
"16/03/2024","20:14:0",18.47,875.61,1214.69,39.74
"16/03/2024","20:15:0",18.22,875.7,1213.71,41.05
"16/03/2024","20:16:0",17.92,875.67,1214.15,41.83
"16/03/2024","20:17:0",17.95,875.7,1213.87,41.02
"16/03/2024","20:18:0",17.92,875.67,1214.15,42.37
"16/03/2024","20:19:0",17.9,875.7,1213.85,42.09
"16/03/2024","20:20:0",17.79,875.74,1213.49,41.62
"16/03/2024","20:21:0",17.74,875.76,1213.27,41.95
"16/03/2024","20:22:0",17.54,875.77,1213.18,42.51
"16/03/2024","20:23:0",17.4,875.75,1213.37,43.49
"16/03/2024","20:24:0",17.39,875.78,1213.09,42.73
"16/03/2024","20:25:0",17.3,875.79,1212.96,42.31
"16/03/2024","20:26:0",17.32,875.93,1211.72,42.95
"16/03/2024","20:27:0",17.26,875.89,1212.09,42.75
"16/03/2024","20:28:0",17.23,875.92,1211.77,43.38
"16/03/2024","20:29:0",17.27,875.89,1212.07,43.36
"16/03/2024","20:30:0",17.29,875.83,1212.64,42.91
"16/03/2024","20:31:0",17.26,875.88,1212.11,43.89
"16/03/2024","20:32:0",17.46,875.85,1212.72,38.9
"16/03/2024","20:33:0",18.06,875.78,1213.06,36.53
"16/03/2024","20:34:0",18.14,875.78,1213.09,38.39
"16/03/2024","20:35:0",18.17,875.8,1212.88,37.6
"16/03/2024","20:36:0",18.29,875.73,1213.6,36.88
"16/03/2024","20:37:0",18.28,875.82,1212.72,38.18
"16/03/2024","20:38:0",18.32,875.82,1212.74,37.67
"16/03/2024","20:39:0",18.25,875.82,1212.69,37.46
"16/03/2024","20:40:0",18.27,875.84,1212.57,37.46
"16/03/2024","20:41:0",18.26,875.77,1213.15,36.08
"16/03/2024","20:42:0",18.3,875.84,1212.57,36.04
"16/03/2024","20:43:0",18.42,875.76,1213.27,33.28
"16/03/2024","20:44:0",18.41,875.8,1212.89,35.64
"16/03/2024","20:45:0",18.42,875.79,1213.02,33.37
"16/03/2024","20:46:0",18.83,875.86,1212.3,32.36
"16/03/2024","20:47:0",18.89,875.84,1212.6,32
"16/03/2024","20:48:0",18.93,875.86,1212.35,31.19
"16/03/2024","20:49:0",18.99,875.86,1212.31,32.69
"16/03/2024","20:50:0",18.97,875.83,1212.62,31.91
"16/03/2024","20:51:0",19.05,875.82,1212.76,30.99
"16/03/2024","20:52:0",19.12,875.87,1212.29,30.84
"16/03/2024","20:53:0",19.33,875.89,1212.09,30.44
"16/03/2024","20:54:0",19.37,875.85,1212.44,30.21
"16/03/2024","20:55:0",19.35,875.85,1212.43,29.96
"16/03/2024","20:56:0",19.34,875.91,1211.83,30.04
"16/03/2024","20:57:0",19.37,875.9,1211.96,29.79
"16/03/2024","20:58:0",19.32,875.93,1211.71,30.05
"16/03/2024","20:59:0",19.16,875.85,1212.42,30.33
"16/03/2024","21:0:0",19.06,875.88,1212.15,31.4
"16/03/2024","21:1:0",18.98,875.64,1214.4,30.97
"16/03/2024","21:2:0",18.8,875.85,1212.39,31.7
"16/03/2024","21:3:0",18.82,876.41,1207.21,40.06
"Date","Time","Temperature(C)","Pressure(hPa)","Altitude(m)","Humidity(%)"
"17/03/2024","9:54:0",22.53,802.84,1920.78,22.11
"17/03/2024","9:55:0",19.99,802.87,1920.42,22.59
"17/03/2024","9:56:0",19.76,802.91,1920.02,22.42
"17/03/2024","9:57:0",20.14,803,1919.16,22.32
"17/03/2024","9:58:0",18.95,803,1919.18,23.14
"17/03/2024","9:59:0",18.93,802.82,1920.91,22.75
"17/03/2024","10:0:0",17.15,802.98,1919.28,24.76
"17/03/2024","10:1:0",17.68,803.04,1918.68,24.75
"17/03/2024","10:2:0",17.68,803.36,1915.5,25.25
"Date","Time","Temperature(C)","Pressure(hPa)","Altitude(m)","Humidity(%)"
"17/03/2024","10:30:0",16.94,793.6,2014.03,26.25
"17/03/2024","10:31:0",17.37,793.58,2014.22,25.78
"17/03/2024","10:32:0",17.47,793.45,2015.55,29.44
"17/03/2024","10:33:0",18.23,793.51,2015.22,30.8
"17/03/2024","10:34:1",19.41,790.72,2043.29,31.88
"17/03/2024","10:35:0",20.16,787.32,2077.98,30.4
"17/03/2024","10:36:0",20.47,783.5,2117.04,29.24
"17/03/2024","10:37:0",20.66,779.75,2155.57,29.9
"17/03/2024","10:38:0",20.87,782.87,2123.49,31.96
"17/03/2024","10:39:0",21.03,784.82,2103.54,33.1
"17/03/2024","10:40:0",20.17,785.02,2101.52,23.41
"17/03/2024","10:42:0",16.64,785,2101.75,26.58
"17/03/2024","10:43:0",16.7,784.84,2103.37,28.85
"17/03/2024","10:44:0",16.82,784.74,2104.33,28.77
"Date","Time","Temperature(C)","Pressure(hPa)","Altitude(m)","Humidity(%)"
"17/03/2024","11:49:0",20.21,803,1919.16,23.39
"17/03/2024","11:50:0",21.87,803.13,1917.83,22.2
"17/03/2024","11:51:0",24.23,802.91,1920.03,19.9
"17/03/2024","11:52:0",23.9,802.88,1920.37,20.71
"17/03/2024","11:53:0",23.49,802.96,1919.56,20.13
"17/03/2024","11:54:0",23.26,802.91,1920.03,21.06
"17/03/2024","11:55:0",23.04,802.81,1921.07,21.39
"17/03/2024","11:56:0",22.84,802.94,1919.7,21.42
"17/03/2024","11:57:0",22.57,802.93,1919.83,21.52
"17/03/2024","11:58:0",22.37,802.92,1919.98,20.51
"17/03/2024","11:59:0",22.82,802.89,1920.2,22.08
"17/03/2024","12:0:0",22.58,802.97,1919.45,21.97
"17/03/2024","12:1:0",22.34,802.88,1920.35,23.06
"17/03/2024","12:2:0",22.3,802.88,1920.36,20.67
"17/03/2024","12:3:0",21.96,802.86,1920.5,21.94
"17/03/2024","12:4:0",21.37,802.89,1920.25,22.88
"17/03/2024","12:5:0",21.37,802.89,1920.27,22.57
"17/03/2024","12:6:0",21.67,802.95,1919.59,21.99
"17/03/2024","12:7:0",20.87,802.93,1919.83,22.63
"17/03/2024","12:8:0",21.04,802.93,1919.82,22.42
"17/03/2024","12:9:0",23.03,803.01,1919.04,20.4
"17/03/2024","12:10:0",23.17,803.05,1918.63,21.31
"17/03/2024","12:11:0",23.13,802.98,1919.37,20.23
"Date","Time","Temperature(C)","Pressure(hPa)","Altitude(m)","Humidity(%)"
"17/03/2024","13:19:0",21.76,792.8,2022.13,24.2
"17/03/2024","13:20:0",21.38,792.74,2022.81,24.07
"17/03/2024","13:21:0",21.04,792.55,2024.74,25.05
"17/03/2024","13:22:0",20.63,792.4,2026.21,24.14
"17/03/2024","13:23:0",19.18,792.47,2025.55,24.77
"17/03/2024","13:24:0",19.06,792.49,2025.31,25.9
"17/03/2024","13:25:0",18.88,792.27,2027.56,25.83
"17/03/2024","13:26:0",19.13,792.3,2027.29,26.02
"17/03/2024","13:27:0",19.85,792.29,2027.39,25.59
"17/03/2024","13:28:0",20.31,792.35,2026.73,24.45
"17/03/2024","13:29:0",20.32,792.21,2028.12,23.58
"17/03/2024","13:30:0",19.96,792.36,2026.6,23.96
"17/03/2024","13:31:0",20.28,792.69,2023.25,25.54
"17/03/2024","13:32:0",20.88,792.69,2023.26,23.85
"17/03/2024","13:33:0",20.82,792.8,2022.18,23.68
"17/03/2024","13:34:0",20.08,792.73,2022.92,23.91
"17/03/2024","13:35:0",20.03,792.61,2024.12,26.92
"17/03/2024","13:36:0",20.69,792.53,2024.91,27.54
"17/03/2024","13:37:0",21.27,790.24,2048.17,29.24
"17/03/2024","13:38:0",21.68,787.73,2073.84,28.74
"17/03/2024","13:39:0",22.04,785.08,2100.87,29.89
"17/03/2024","13:40:0",22.34,782.59,2126.45,29.96
"17/03/2024","13:41:0",22.61,779.13,2161.99,30.86
"17/03/2024","13:42:0",22.83,775.97,2194.54,31.47
"17/03/2024","13:43:0",23.01,774.07,2214.22,30.77
"17/03/2024","13:44:0",23.15,773.15,2223.77,30.1
"17/03/2024","13:45:0",23.25,770.91,2247.05,30.04
"17/03/2024","13:46:0",23.38,770.06,2255.79,29.25
"17/03/2024","13:47:0",23.54,770.14,2255,29.12
"17/03/2024","13:48:0",23.58,770.12,2255.24,25.11
"17/03/2024","13:49:0",20.54,770.08,2255.68,24.49
"17/03/2024","13:50:0",19.98,769.46,2262.06,25.13
"Date","Time","Temperature(C)","Pressure(hPa)","Altitude(m)","Humidity(%)"
"17/03/2024","15:8:0",23.35,772.27,2232.92,23.65
"17/03/2024","15:9:0",23.05,772.25,2233.07,34.58
"17/03/2024","15:10:0",22.58,772.28,2232.84,23.49
"17/03/2024","15:11:0",22.09,772.24,2233.25,23.69
"17/03/2024","15:12:0",21.68,772.28,2232.79,25.51
"17/03/2024","15:13:0",21.49,772.32,2232.4,25.55
"17/03/2024","15:14:0",21.38,772.34,2232.18,24.64
"17/03/2024","15:15:0",20.46,772.36,2231.96,28.51
"17/03/2024","15:16:0",20.34,772.39,2231.69,28.03
"17/03/2024","15:17:0",20.51,772.33,2232.28,27.11
"17/03/2024","15:18:0",20.77,772.26,2232.96,28.34
"17/03/2024","15:19:0",20.58,772.32,2232.35,29.74
"17/03/2024","15:20:0",20.44,772.3,2232.57,29.37
"17/03/2024","15:21:0",20.69,772.32,2232.25,27.44
"17/03/2024","15:22:1",20.68,772.33,2232.3,28.02
"17/03/2024","15:23:0",20.33,772.39,2231.69,29.52
"17/03/2024","15:24:0",19.99,772.33,2232.22,27.58
"17/03/2024","15:25:0",20.13,772.33,2232.3,28.9
"17/03/2024","15:26:0",19.97,772.32,2232.42,28.5
"17/03/2024","15:27:0",20.92,772.29,2232.65,26.36
"17/03/2024","15:28:0",20.87,772.25,2233.09,28.68
"17/03/2024","15:29:0",20.31,772.27,2232.87,30.19
"17/03/2024","15:30:0",20.56,772.3,2232.53,27.89
"17/03/2024","15:31:0",20.8,772.17,2233.88,28.64
"17/03/2024","15:32:0",20.95,772.17,2233.96,27.25
"Date","Time","Temperature(C)","Pressure(hPa)","Altitude(m)","Humidity(%)"
"17/03/2024","15:33:0",21.2,772.21,2233.49,28.33
"17/03/2024","15:34:0",21.53,772.18,2233.87,27.38
"17/03/2024","15:35:0",21.95,772.15,2234.16,27.26
"17/03/2024","15:36:0",21.98,772.11,2234.52,26.14
"17/03/2024","15:37:0",21.88,772.19,2233.67,27.75
"17/03/2024","15:38:0",21.65,772.15,2234.18,27.8
"17/03/2024","15:39:0",21.62,772.15,2234.15,26.6
"17/03/2024","15:40:0",21.22,772.2,2233.62,26.69
"17/03/2024","15:41:0",20.99,772.17,2233.94,27.18
"17/03/2024","15:42:0",20.72,772.12,2234.27,27.96
"17/03/2024","15:43:0",20.4,772.23,2233.25,28.6
"17/03/2024","15:44:0",20.46,772.21,2233.56,26.82
"17/03/2024","15:45:0",20.53,772.14,2234.28,26.45
"17/03/2024","15:46:0",20.33,772.13,2234.38,26.42
"17/03/2024","15:47:0",21.23,772.04,2235.24,26.11
"17/03/2024","15:48:0",20.95,772.14,2234.24,25.16
"17/03/2024","15:49:0",21.11,772.04,2235.23,27.74
"17/03/2024","15:50:0",20.72,772.04,2235.25,28.38
"17/03/2024","15:51:0",22.04,771.98,2235.85,26.82
"17/03/2024","15:52:0",21.55,771.96,2236.06,26.93
"17/03/2024","15:53:0",20.89,772.01,2235.59,27.5
"17/03/2024","15:54:0",22.36,771.97,2236.02,25.58
"17/03/2024","15:55:0",24.44,771.9,2236.71,24.7
"17/03/2024","15:56:0",24.45,771.89,2236.79,24.36
"17/03/2024","15:57:0",23.24,771.92,2236.47,25.07
"17/03/2024","15:58:0",21.71,771.97,2236.02,26.62
"17/03/2024","15:59:0",20.95,772.02,2235.44,26.4
"17/03/2024","16:0:0",20.47,772.04,2235.29,30.2
"17/03/2024","16:1:0",19.99,772.06,2235.05,30.9
"17/03/2024","16:2:0",19.58,772.11,2234.57,31.02
"17/03/2024","16:3:0",19.5,772.07,2235,32.87
"17/03/2024","16:4:0",19.4,772.05,2235.13,32.83
"17/03/2024","16:5:0",19.19,772.08,2234.89,33.1
"17/03/2024","16:6:0",19.21,772.08,2234.82,32.54
"17/03/2024","16:7:0",19.68,772.04,2235.22,32.46
"17/03/2024","16:8:0",20.3,772.03,2235.34,30.66
"17/03/2024","16:9:0",20.25,772.03,2235.41,29.65
"17/03/2024","16:10:0",20.62,771.95,2236.01,30.7
"17/03/2024","16:11:0",21.18,771.95,2236.24,31.12
"17/03/2024","16:12:0",21.53,771.92,2236.51,30.26
"17/03/2024","16:13:0",21.82,771.96,2236.1,28.91
"17/03/2024","16:14:0",21.63,771.92,2236.48,27.89
"17/03/2024","16:15:0",20.56,771.99,2235.76,30.23
"17/03/2024","16:16:0",21.27,771.94,2236.31,27.41
"17/03/2024","16:17:0",20.17,771.92,2236.53,27.17
"17/03/2024","16:18:0",20.1,771.84,2237.34,27.91
"17/03/2024","16:19:0",18.09,771.49,2241.02,34.29
"17/03/2024","16:20:0",17.91,772.2,2233.63,31.9
"17/03/2024","16:21:0",17.34,773,2225.3,30.96
"17/03/2024","16:22:0",17.19,773.36,2221.62,29.6
"17/03/2024","16:23:0",17.28,771.96,2236.06,28.94
"17/03/2024","16:24:0",17.51,771.16,2244.45,34.49
"17/03/2024","16:25:0",16.9,771.16,2244.4,27.68
"17/03/2024","16:26:0",16.77,771.64,2239.46,27.92
"17/03/2024","16:27:0",16.75,771.23,2243.67,30.2
"17/03/2024","16:28:0",16.8,770.73,2248.89,38.68
"17/03/2024","16:29:0",16.13,769.63,2260.01,31.51
"17/03/2024","16:30:0",15.7,768.87,2268.21,31.88
"17/03/2024","16:31:0",15.69,768.74,2269.62,30.33
"17/03/2024","16:32:0",15.65,769.08,2266.05,42.1
"17/03/2024","16:33:0",15.08,769.52,2261.47,38.7
"17/03/2024","16:34:0",14.87,769.49,2261.74,36.63
"17/03/2024","16:35:0",15.35,769.41,2262.65,40.28
"17/03/2024","16:36:0",15.55,770.22,2254.18,42.36
"17/03/2024","16:37:0",15.1,770.9,2247.14,34.38
"17/03/2024","16:38:0",14.78,771.69,2238.95,32.42
"17/03/2024","16:39:0",15.01,772.25,2233.12,31.87
"17/03/2024","16:40:0",14.89,772.63,2229.11,37.64
"17/03/2024","16:41:0",16.08,774.94,2205.27,44.32
"17/03/2024","16:42:0",17.1,778.35,2170.04,43.37
"17/03/2024","16:43:0",17.73,781.78,2134.74,43.06
"17/03/2024","16:44:0",18.26,784.5,2106.81,43.13
"17/03/2024","16:45:0",18.77,787.96,2071.43,43.39
"17/03/2024","16:46:0",19.25,790.72,2043.35,43.79
"17/03/2024","16:47:0",19.7,794.11,2008.88,43.45
"17/03/2024","16:48:0",20.09,796.65,1983.17,42.33
"17/03/2024","16:49:0",20.44,800.04,1948.91,41.44
"17/03/2024","16:50:0",20.74,800.61,1943.21,41.37
"17/03/2024","16:51:0",21.02,800.87,1940.54,39.97
"17/03/2024","16:52:0",21.27,800.67,1942.59,40.08
"17/03/2024","16:53:0",21.47,798.64,1963.05,39.24
"17/03/2024","16:54:0",21.66,794.61,2004.02,37.69
"17/03/2024","16:55:0",21.81,791.17,2038.72,36.56
"17/03/2024","16:56:0",21.94,788.07,2070.3,34.88
"17/03/2024","16:57:0",22.06,785.15,2100.14,34.31
"17/03/2024","16:58:0",22.18,783.12,2120.92,34.98
"17/03/2024","16:59:0",22.32,780.61,2146.79,37.26
"17/03/2024","17:0:0",22.48,781.86,2133.9,39.98
"17/03/2024","17:1:0",22.6,782.3,2129.43,39.92
"17/03/2024","17:2:0",22.71,780.75,2145.31,41.22
"17/03/2024","17:3:0",22.82,784.04,2111.5,41.69
"17/03/2024","17:4:0",22.94,786.42,2087.21,42.77
"17/03/2024","17:5:0",23.05,790.16,2049.06,43.61
"17/03/2024","17:6:0",23.19,795.57,1994.1,44.16
"17/03/2024","17:7:0",23.31,800.69,1942.39,44.81
"17/03/2024","17:8:0",23.43,805.09,1898.15,45.59
"17/03/2024","17:9:0",23.55,808.24,1866.64,45.98
"17/03/2024","17:10:0",23.66,811.98,1829.28,45.99
"17/03/2024","17:11:0",23.78,816.35,1785.84,45.81
"17/03/2024","17:12:0",23.88,819.03,1759.26,45.85
"17/03/2024","17:13:0",23.98,820.09,1748.83,45.91
"17/03/2024","17:14:0",24.08,820.08,1748.89,44.91
"17/03/2024","17:15:0",24.13,820.01,1749.62,42.42
"17/03/2024","17:16:0",24.15,820,1749.73,38.22
"17/03/2024","17:17:0",24.14,819.98,1749.89,37.11
"17/03/2024","17:18:0",24.11,820,1749.73,36.01
"17/03/2024","17:19:0",24.1,819.99,1749.82,37.17
"17/03/2024","17:20:0",24.1,819.98,1749.95,37.74
"17/03/2024","17:21:0",24.09,820.06,1749.13,38.3
"17/03/2024","17:22:0",24.03,820.04,1749.27,38.55
"17/03/2024","17:23:0",24.01,822.56,1724.49,40.63
"17/03/2024","17:24:0",24.01,825.72,1693.32,42.41
"17/03/2024","17:25:0",24.05,828.66,1664.48,43.4
"17/03/2024","17:26:0",24.09,831.59,1635.82,43.63
"17/03/2024","17:27:0",24.16,834.7,1605.48,44.54
"17/03/2024","17:28:0",24.27,837.61,1577.2,45.05
"17/03/2024","17:29:0",24.34,840.69,1547.29,45.15
"17/03/2024","17:30:1",24.4,843.79,1517.3,45.47
"17/03/2024","17:31:0",24.44,847.36,1482.88,45.14
"17/03/2024","17:32:0",24.49,851.74,1440.87,44.92
"17/03/2024","17:33:0",24.54,855.65,1403.44,46.23
"17/03/2024","17:34:0",24.6,859.96,1362.39,46.2
"17/03/2024","17:35:0",24.65,864.34,1320.82,47.37
"17/03/2024","17:36:0",24.69,866.88,1296.8,45.1
"17/03/2024","17:37:0",24.7,870.38,1263.8,41.08
